"imdb_id","genres","overview","release_date","runtime","title","rating","image_link"
"tt0383028","Drama","A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.","2008-10-24",124,"Synecdoche, New York",3.1875,"https://m.media-amazon.com/images/M/MV5BMjA0MjIyOTI3MF5BMl5BanBnXkFtZTcwODM5NTY5MQ@@._V1_SX300.jpg"
"tt0383518","Drama","An aimless adolescent (Ellen Page) joins several itinerant misfits who live on the fringe of society and welcome at-risk youths into their fold.","2005-06-02",101,"Mouth to Mouth",3.3849765258216,"https://m.media-amazon.com/images/M/MV5BMTU2MDkxNDA1Ml5BMl5BanBnXkFtZTcwNjg5MjMzMQ@@._V1_SX300.jpg"
"tt0383574","Adventure Fantasy Action","Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","2006-06-20",151,"Pirates of the Caribbean: Dead Man's Chest",3.96501086386454,"https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_SX300.jpg"
"tt0384037","Romance Comedy","Small town waitress Eve Stuckley is stuck. She has spent years pining for testosterone saturate local hunk Jeff Sweeney and yearns to escape from the Hog-Chow Diner she runs. Just when Eve finally decides to pursue her man, drop dead gorgeous Linda Avery blows into town on the hottest day of the year. The heat wave is nothing in comparison with the heat that's on as Jeff and Eve's dimwitted brother Chuck decide to face off for Linda's affections. It's a priceless contest: Linda wants Eve. Eve's confidante Alma Kerns is a sex expert trained by mortician beau Red Bishop. She encourages Eve to use Linda's interest in her to win Jeff's affection but the situation becomes even more complicated when Linda advises Jeff she prefers Eve. Now determined to ""save"" Eve, the narcissistically injured Jeff elicits Chuck's aid but Chuck, thinking it's part of the game, refuses to believe him. Ultimately, Jeff and Linda square off over Eve's future...","2004-09-30",102,"Love on the Side",3.04545454545455,"https://m.media-amazon.com/images/M/MV5BMTk0NjY5ODA1MF5BMl5BanBnXkFtZTgwMDQ5ODkwMzE@._V1_SX300.jpg"
"tt0384177","Drama","The story of a young couple, Pierre and Geraldine, and their desire for a child, which leads them on a journey of initiation to Cambodia.  On their difficult and transformative adventure, they must contend with obstructive authorities and the jealousies and mistrust of a small community of would-be adoptive parents.","2004-10-16",130,"Holy Lola",1.92563429571304,"https://m.media-amazon.com/images/M/MV5BZjdjMjVjN2YtMzBmMC00NDU3LWI0ZWMtZDNkNmM5ZjhkMTkyXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg"
"tt0384537","Horror Mystery","The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.","2006-04-21",125,"Silent Hill",3.68752357320099,"https://m.media-amazon.com/images/M/MV5BOWQzNTU3NGUtNDAxMi00ZjFjLTkyYWUtYjgwZDJiMDljZWY4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg"
"tt0384680","Comedy Drama","A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.","2005-10-20",101,"The Weather Man",3.73076923076923,"https://m.media-amazon.com/images/M/MV5BMTQ4NzAxMTE3Ml5BMl5BanBnXkFtZTYwMDAwMjY3._V1_SX300.jpg"
"tt0384814","Drama Romance","Mexican beauty Camilla hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini, a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm.","2006-02-02",117,"Ask the Dust",3.6333971195488,"https://m.media-amazon.com/images/M/MV5BZDc0ZWFmYjAtMTc2ZS00MzdlLThkZjAtM2I5ZGZlZjYzZDRlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg"
"tt0384833","TVMovie Action Horror Comedy ScienceFiction Thriller","When the body of a man is found completely destroyed in the swamps in Louisiana, the medical investigator Sam Rivers is assigned to investigate the murder. He travels with the biologist Mary Callahan to the location where the victim lived in a floating house and he meets his family and friends. They find that Chinese snake-heads genetically engineered that belong to a wealthy hunter are attacking and killing the locals. While the group fights to survive, the hunter Jeff arrives with his team to hunt the predators.","2004-10-09",84,"Frankenfish",3.03846153846154,"https://m.media-amazon.com/images/M/MV5BYTk0NmRiODktOGZmMC00NTk4LWE3MGYtNDgwNTZiZGQ1OTNjXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg"
"tt0385002","Crime Drama","After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge.","2005-09-09",109,"Green Street Hooligans",3.49831081081081,"https://m.media-amazon.com/images/M/MV5BMjExNTg3NzYwMV5BMl5BanBnXkFtZTcwMzcxMTEzMQ@@._V1_SX300.jpg"
"tt0385017","Drama Thriller","Paul (Macfadyen), a prize-winning war journalist, returns to his remote New Zealand hometown due to the death of his father, battle-scarred and world-weary. For the discontented sixteen-year-old Celia (Barclay) he opens up a world she has only dreamed of. She actively pursues a friendship with him, fascinated by his cynicism and experience of the world beyond her small-town existence. But many, including the members of both their families (Otto, Moy), frown upon the friendship and when Celia goes missing, Paul becomes the increasingly loathed and persecuted prime suspect in her disappearance. As the violent and urgent truth gradually emerges, Paul is forced to confront the family tragedy and betrayal that he ran from as a youth, and to face the grievous consequences of silence and secrecy that has surrounded his entire adult life.","2004-06-11",126,"In My Father's Den",2.67670157068063,"https://m.media-amazon.com/images/M/MV5BMjgyOTFkMDYtN2ExNy00YWEwLTlmMDktYjJiOThmNjMzNzc4XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg"
"tt0385056","Comedy Drama Romance","Failing to make it on his own, 27-year-old Jim moves back in with his parents and deals with crippling family obligations.","2005-11-16",91,"Lonesome Jim",3.82843137254902,"https://m.media-amazon.com/images/M/MV5BNzU1MzgxNDYzOV5BMl5BanBnXkFtZTgwODQ3MzA0MTI@._V1_SX300.jpg"
"tt0385267","Comedy Drama Romance","Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.","2004-12-29",109,"In Good Company",3.21333333333333,"https://m.media-amazon.com/images/M/MV5BYjE0NDg1YzAtNzQxYi00Mzk2LTgwMWItOGZiZTA0YWE4ODkxXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg"
"tt0385752","Adventure Fantasy","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.","2007-12-04",113,"The Golden Compass",3.81184717645087,"https://m.media-amazon.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_SX300.jpg"
"tt0385990","Action ScienceFiction","Two time travelers with opposing views are sent back to the present aboard a research ship in the Antarctic to prevent a global biological disaster from occuring","2004-11-02",93,"Retrograde",3.19811320754717,"https://m.media-amazon.com/images/M/MV5BZTZkYThlY2YtMDY4YS00NWJlLTliM2YtM2RmMGI4YjhhMWNlXkEyXkFqcGdeQXVyMDI1OTY4Mg@@._V1_SX300.jpg"
"tt0386032","Documentary","Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.","2007-05-18",123,"Sicko",3.78176615944856,"https://m.media-amazon.com/images/M/MV5BYmY4MzY5NDQtZjI5Ni00NjQ2LTg0YjUtNGJhNmFkN2Y3ODEyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg"
"tt0386060","Thriller","A device that controls a powerful Russian-made satellite weapon is stolen by Russian terrorists, who try to escape by flying out but are shot down. The device is now on top of K2. The device is still active and where it will strike is indeterminable. The good guys have to get to the device and deactivate it. Only trouble, it's winter and it'll be difficult to climb K2. A few of the best mountain climbers in the world are recruited to take techs who can deactivate the device to the top of K2. However, before the climbing party leaves, a team member dies, and it might not be natural causes. The group who stole the device might have someone on the team. But they still go on.","2005-07-20",92,"Sub Zero",3.625,"https://m.media-amazon.com/images/M/MV5BZTBhN2UxN2ItOWViNi00MTEwLTgzZjgtM2ZlYTIyNjgwNjdhXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"
"tt0386092","Romance Drama","Jeanne attends the birthday party of a friend of her husbands. There she meets a dancer named Marie and there is instant chemistry between them. Jeanne falls for Marie and they embark on an extramarital affair. The relationship is ended when Jeanne tells her husband and he makes her choose between them. Since there is a child involved Jeanne first decides to stay with David. Later she realizes the mistake she has made.","2001-01-01",89,"Un amour de femme",2.15,"https://m.media-amazon.com/images/M/MV5BMTg5MjA0Nzc5OV5BMl5BanBnXkFtZTcwMzUzNjYyMQ@@._V1_SX300.jpg"
"tt0386140","Action Adventure","Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.","2005-10-24",129,"The Legend of Zorro",3.20357142857143,"https://m.media-amazon.com/images/M/MV5BZTE1MjVmYTYtOGFjZi00NGM3LTg0ZTEtNWI4MGI3NmM1MTVhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg"
"tt0386588","Comedy Drama Romance","Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.","2005-02-10",118,"Hitch",3.33962264150943,"https://m.media-amazon.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX300.jpg"
"tt0387057","Drama","Young Musa is orphaned after a mysterious illness strikes his village in KwaZulu Natal. To help his grandmother, Musa sets out for Johannesburg with his father's last gift, a tribal drum, in search of work and his uncle. The journey confronts him with the stark realities of urban life, but his indomitable spirit never wavers; he returns with a truth and understanding his elders have failed to grasp.","2003-10-10",114,"Beat the Drum",3.58333333333333,"https://m.media-amazon.com/images/M/MV5BMTg3MzEzMzUwMF5BMl5BanBnXkFtZTcwNDMxMDQzMQ@@._V1_SX300.jpg"
"tt0387114","Comedy","The story takes the battle of the sexes into the hockey arena, as Paula Taymore - who almost once made the Olympic team - finds herself drawn into a challenge match against an irritating local men's squad. Fresh from a painful divorce, and doubting herself, Paula must make a winner out of an explosive, irreverent crew of women hockey players who flock to her town, Red Deer Alberta, to assemble the team.","2005-10-25",99,"Chicks With Sticks",2.5,"https://m.media-amazon.com/images/M/MV5BNzA0MGNiNGYtOWViYS00ODc0LTgyYTAtYjhlM2MxMjUwZTIxXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg"
"tt0387131","Drama Mystery Thriller","Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.","2005-08-31",129,"The Constant Gardener",2.3747723132969,"https://m.media-amazon.com/images/M/MV5BOWZkODhlZjQtMzdiYi00MDg2LTgxZDItN2IxMDZhMWE0MDdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"
"tt0387514","Comedy Drama Romance","A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.","2005-09-21",102,"Prime",3.89768093781855,"https://m.media-amazon.com/images/M/MV5BMTgxMDg4MjUyNV5BMl5BanBnXkFtZTYwMTgwNDU3._V1_SX300.jpg"
"tt0387564","Horror Mystery Crime","Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...","2004-10-01",103,"Saw",3.84790565270435,"https://m.media-amazon.com/images/M/MV5BM2M1MzI1MWYtYmM2ZC00OWY3LTk0ZGMtNmRkNzU1NzEzMWE5XkEyXkFqcGdeQXVyODUwOTkwODk@._V1_SX300.jpg"
"tt0388182","Comedy Drama","Charlie gets released from an insane asylum and moves in with Miranda, the young daughter he left behind. Charlie believes that there is treasure hidden beneath the local Costco, so he puts together a plan to unearth the loot. By convincing Miranda to quit her job at McDonald's and instead work at the wholesale store, he is able to obtain a key. Although Miranda is skeptical, she helps her father with his irrational quest.","2007-01-24",93,"King of California",2.32638888888889,"https://m.media-amazon.com/images/M/MV5BMzQxMzIzMjY3N15BMl5BanBnXkFtZTcwMDMzMjM1MQ@@._V1_SX300.jpg"
"tt0388183","Comedy Crime","Hoping to foil his own gold-digging wife's plan, a loathsome businessman arranges his own kidnapping, only to realize that there are plenty of other people interested in his wealth as well.","2005-04-22",95,"King's Ransom",2.66666666666667,"https://m.media-amazon.com/images/M/MV5BMTQ5ODk3NzI1MF5BMl5BanBnXkFtZTcwODk2NTgyMQ@@._V1_SX300.jpg"
"tt0388789","Documentary","The academy award winning documentary depicting the lives of child prostitutes in the red light district of Songachi, Calcutta. Director Zana Briski went to photograph the prostitutes when she met and became friends with their children. Briski began giving photography lessons to the children and became aware that their photography might be a way for them to lead better lives.","2004-12-08",85,"Born into Brothels",3.62316798196167,"https://m.media-amazon.com/images/M/MV5BMTY0Nzc4NDEwNl5BMl5BanBnXkFtZTcwMjMyNzcyMQ@@._V1_SX300.jpg"
"tt0388795","Drama Romance","Brokeback Mountain is an Ang Lee film about two modern day cowboys who meet on a shepherding job in the summer of ’63. The two share a raw and powerful summer together that turns into a life long relationship conflicting with the lives they are supposed to live.","2005-09-02",134,"Brokeback Mountain",3.05813953488372,"https://m.media-amazon.com/images/M/MV5BNTM4NTFiZGMtNjljZi00MDIzLWJkNTctMzA0NWViNjYxMDY1XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg"
"tt0388888","Documentary Music","A documentary on the once promising American rock bands The Brian Jonestown Massacre and The Dandy Warhols. The friendship between respective founders, Anton Newcombe and Courtney Taylor, escalated into bitter rivalry as the Dandy Warhols garnered major international success while the Brian Jonestown Massacre imploded in a haze of drugs.","2004-05-14",107,"Dig!",2.45652173913043,"https://m.media-amazon.com/images/M/MV5BMTUwOTAwMjE1M15BMl5BanBnXkFtZTgwNjMzNTc5MzE@._V1_SX300.jpg"
"tt0388973","Action Comedy ScienceFiction","A comic drama about a time in the near future when citizens are happy to be property traded on the stock exchange.","2005-01-01",84,"The Girl from Monday",3.07142857142857,"https://m.media-amazon.com/images/M/MV5BMTY4MzA2ODQzNl5BMl5BanBnXkFtZTcwNDgwMjkzMQ@@._V1_SX300.jpg"
"tt0389326","Documentary","Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.","2004-07-09",105,"Riding Giants",2.30042313117066,"https://m.media-amazon.com/images/M/MV5BZWFjOTcxMmQtNGYxMi00OWUxLThkNjYtMjg3NzU1YTUwNzM3XkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_SX300.jpg"
"tt0389328","Action Adventure Horror Thriller","A young reporter (Lucy Liu) wakes up and realises that she is not alive anymore. She goes on a personal vendetta for a group a cultists that are responsible for her death.","2007-04-28",97,"Rise: Blood Hunter",3.11392405063291,"https://m.media-amazon.com/images/M/MV5BMjE1MjY2ODgxNF5BMl5BanBnXkFtZTcwNjA3NDc0MQ@@._V1_SX300.jpg"
"tt0389722","Horror Thriller","This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.","2007-10-17",113,"30 Days of Night",3.07746478873239,"https://m.media-amazon.com/images/M/MV5BZmE2ODFlZjctOWZlZi00MGVkLTk5NDctYWZmMWQyOTczNjYzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"
"tt0389778","Drama","Four separate-but-interconnected stories - one for each season - about life in Sardinia.","2003-08-31",107,"Three-Step Dance",3.69698931693105,"https://m.media-amazon.com/images/M/MV5BMTQzNTE2MjA4MV5BMl5BanBnXkFtZTcwNzMwNzY5MQ@@._V1_SX300.jpg"
"tt0389790","Family Animation Adventure Comedy","Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.","2007-10-28",91,"Bee Movie",2.83333333333333,"https://m.media-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_SX300.jpg"
"tt0389908","Drama","An emo grocery bagger living with his divorced dad in a low-income apartment complex is gradually drawn into the bizarre world of pornographic fiction in this tale of teenage drama.","2004-01-18",84,"Dear Pillow",3.47058823529412,"https://m.media-amazon.com/images/M/MV5BMTg0ODA1NDYxOV5BMl5BanBnXkFtZTcwNzgyNjI3Mw@@._V1_SX300.jpg"
"tt0390073","Comedy Horror","Young girls are disappearing in and around the Mary Magdalen Halfway House for Troubled Girls.","2004-02-14",90,"The Halfway House",2.72222222222222,"https://m.media-amazon.com/images/M/MV5BMjEzODIyMzUwOF5BMl5BanBnXkFtZTcwNTU1OTAzMQ@@._V1_SX300.jpg"
"tt0390123","Documentary","In the Realms of the Unreal is a documentary about the reclusive New York artist Henry Darger. Henry Darger was so reclusive that when he died his neighbors were surprised to find a 15,143 page manuscript along with hundreds of paintings depicting The Story of the Vivian Girls, in What is Known as the Realms of the Unreal, of the Glodeco-Angelinnian War Storm, Cased by the Child Slave Rebellion.","2004-01-01",81,"In the Realms of the Unreal",1.94011976047904,"https://m.media-amazon.com/images/M/MV5BMTUwMjU5MTk0Nl5BMl5BanBnXkFtZTcwOTM0NjcyMQ@@._V1_SX300.jpg"
"tt0391198","Horror Mystery Thriller","American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.","2004-10-22",92,"The Grudge",2.71630948056665,"https://m.media-amazon.com/images/M/MV5BMjIxODg1Nzc3NF5BMl5BanBnXkFtZTcwMjM0MjEzMw@@._V1_SX300.jpg"
"tt0391225","Documentary","Previously unreleased material outlines the campaign against Bill Clinton's presidency, from his days in Arkansas up to his impeachment trial.","2004-06-20",90,"The Hunting of the President",2.5,"https://m.media-amazon.com/images/M/MV5BM2RkNTY4ZWItOGRiZS00MTkxLTkyYmEtMWMzMjM3ODhjZTQ5XkEyXkFqcGdeQXVyMjAxNTI3OTQ@._V1_SX300.jpg"
"tt0391304","Comedy","On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?","2005-04-22",107,"A Lot Like Love",2.81818181818182,"https://m.media-amazon.com/images/M/MV5BMTQyMjU1MTYxNl5BMl5BanBnXkFtZTcwMjI2MjgyMQ@@._V1_SX300.jpg"
"tt0391483","Drama Foreign","An illegal Chinese immigrant falls behind on payments on an enormous smuggling debt. Ming Ding has only until the end of the day to come up with the money.","2004-05-13",87,"Take Out",3.4171974522293,"https://m.media-amazon.com/images/M/MV5BMTY4NTkwNjMwN15BMl5BanBnXkFtZTcwNDkwODI2MQ@@._V1_SX300.jpg"
"tt0391891","Drama Thriller Romance","Two guys at a college prep school make wagers on seducing naive young girls, and then meet their match when they agree to see which one can seduce the most popular and devious girl who has her own agenda to everything.","2004-05-25",85,"Cruel Intentions 3",2.81410256410256,"https://m.media-amazon.com/images/M/MV5BMTg3NjQyMDUxMF5BMl5BanBnXkFtZTgwNTY5NTAwNzE@._V1_SX300.jpg"
"tt0392883","Adventure Drama Romance","A Himalayan legend of a love struggling against the inevitability of death, an astonishing tale spanning from the early 19th century mountain existence, to hectic, bustling modern day Tokyo.","2006-07-15",120,"Valley of Flowers",3.9974358974359,"https://m.media-amazon.com/images/M/MV5BZDgwYTEyMDUtZTlmNC00YTI5LTlkZWEtNWU4YWM3NDA3OTM0XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg"
"tt0393162","Drama","Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.","2005-01-14",136,"Coach Carter",2.83928571428571,"https://m.media-amazon.com/images/M/MV5BNWYxZWFiNTItN2FkNS00ZDJmLWE1MWItYjMyMTgyOTI4MmQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"
"tt0395169","Drama History War","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","2004-09-11",121,"Hotel Rwanda",3.50688405797101,"https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg"
"tt0395584","Drama Horror Crime","The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.","2005-07-22",107,"The Devil's Rejects",3.56272401433692,"https://m.media-amazon.com/images/M/MV5BZGU4NWMxZTQtNjYwYy00Mjg1LTg4YjQtYTk5M2ZhNTFiMzAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"
"tt0395669","Comedy","A plane carrying beauty contestants crash lands on a deserted island. Captain Maximus Powers (Roberts) and co-pilot Mike Saunders (Schlatter) have to take care of their passengers, while avoiding the dangers of Jurassic Pork (a giant prehistoric pig) and a group of apes busy trying to relaunch Noah's Ark.","2004-01-01",90,"Miss Cast Away",2.89285714285714,"https://m.media-amazon.com/images/M/MV5BMTI4NTc3Nzg0OV5BMl5BanBnXkFtZTcwMTM3MjAzMQ@@._V1_SX300.jpg"
"tt0396171","Crime Fantasy Drama","Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.","2006-09-13",147,"Perfume: The Story of a Murderer",2.59818181818182,"https://m.media-amazon.com/images/M/MV5BMTg2Mzk2NjkzNl5BMl5BanBnXkFtZTYwMzIzOTc2._V1_SX300.jpg"
"tt0396555","Animation Comedy Family","In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom.","2007-03-23",95,"Meet the Robinsons",4.0907881773399,"https://m.media-amazon.com/images/M/MV5BMjQyNzdmNmUtODkwMi00NWM2LWIzNTAtMWY3OTVmM2Q5NTUyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg"
"tt0397430","TVMovie Drama Horror ScienceFiction Mystery","Two hundred years after Mary Shelley's novel the brilliant but mad Doctor has sustained his creature and himself over two centuries through genetic experimentation. In present-day America Detective O'Connor is investigating a series of horrific murders which leads her to the doctor and his creature. What she uncovers reveals the strange evolution the doctor and his creation undergo over the course of two centuries and the divergent paths creator and monster take in pursuing good or evil.  Detective Carson O'Conner and her partner Detective Michael Sloane are investigating murders of a serial-killer that mutilates and removes the internal organs of the victims. When they meet the mysterious and macabre Deucalion, they are informed that Dr. Frankenstein is alive with a legion of followers, using the name of Dr. Victor Helios.","2004-10-09",88,"Frankenstein",2.98031496062992,"https://m.media-amazon.com/images/M/MV5BODYxMzkxMTIzNl5BMl5BanBnXkFtZTcwODA4MDcyMQ@@._V1_SX300.jpg"
"tt0397535","Drama History Romance","A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.","2005-12-06",145,"Memoirs of a Geisha",3.53549695740365,"https://m.media-amazon.com/images/M/MV5BMTYxMzM4NTEzOV5BMl5BanBnXkFtZTcwNDMwNjQzMw@@._V1_SX300.jpg"
"tt0398017","Drama Thriller","When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.","2005-11-11",108,"Derailed",3.66497461928934,"https://m.media-amazon.com/images/M/MV5BZDI3OTdhOTAtZWIxOC00MDYxLTkxN2QtYjg3ODdlOTA4MGM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"
"tt0398029","Action Crime History War","Different factions in WWII-era Holland race to find a stash of Nazi gold.","2005-05-23",103,"The Last Drop",3.14678899082569,"https://m.media-amazon.com/images/M/MV5BNThlM2M3ZjQtMjMxOS00MTg5LTgzMjYtODIwMTU5MGU2YTVlXkEyXkFqcGdeQXVyMjY4MzQzNDk@._V1_SX300.jpg"
"tt0398375","Comedy","Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her – and that maybe the Huttinger family isn't even hers – as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.","2005-12-23",97,"Rumor Has It...",3.12422360248447,"https://m.media-amazon.com/images/M/MV5BOTg3Njk2NTIxNF5BMl5BanBnXkFtZTcwNTc4MTEzMw@@._V1_SX300.jpg"
"tt0398712","Thriller","On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.","2005-01-19",109,"Assault on Precinct 13",2.34903846153846,"https://m.media-amazon.com/images/M/MV5BMTk4OTM3ODU4NF5BMl5BanBnXkFtZTcwNTM0NjcyMQ@@._V1_SX300.jpg"
"tt0398808","Adventure Drama Family","Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.","2007-02-16",96,"Bridge to Terabithia",3.87984846917667,"https://m.media-amazon.com/images/M/MV5BMTMzOTk1MzIyN15BMl5BanBnXkFtZTcwNTM3MjczMQ@@._V1_SX300.jpg"
"tt0398963","Comedy Drama","Dorian realizes he is gay in his final year of high school. He meets another gay youth locally, but remains confused. He starts therapy, then resorts to confession in the Church, and finally comes out to his brother. Dorian then decides to come out to his father; he gets kicked out of the house.","2004-01-01",88,"Dorian Blues",3.54054054054054,"https://m.media-amazon.com/images/M/MV5BNjIwMjc5OTc4N15BMl5BanBnXkFtZTcwODUxMDEzMQ@@._V1_SX300.jpg"
